"factor","tenencia","estructura","ingreso","transporte","publico","mantenimiento"
"1292",1023,"propia","nuclear",32312.75,4357.9,3780.32,0
"1293",1023,NA,"nuclear",13679.62,1751.77,873.37,0
"1294",1023,"propia","nuclear",87071.35,5840.93,0,3434.37
"1295",1023,"rentada","nuclear",11537.31,1589.3,1499.05,0
"1296",915,"propia","ampliado",40112.01,1997.42,1368.7,0
"1297",915,"propia","unipersonal",38364.32,3760.26,0,2556.98
"1298",915,"propia","ampliado",11215.49,1319.6,78.21,0
"1299",915,"propia","ampliado",50763.91,3890.62,2085.7,0
"1300",915,"propia","nuclear",31031.92,5578.23,1707.67,2877.85
"1301",1006,"prestada","nuclear",22373.3,7019.13,3102.44,601.64
"1302",1006,"rentada","nuclear",44340.32,6757.4,2646.22,3208.72
"1303",1006,"propia","ampliado",33345.59,4524.36,2268.2,0
"1304",101,"propia","ampliado",15030.84,3038.31,2737.49,0
"1305",101,"propia","ampliado",38404.28,4041.52,1544.72,601.64
"1306",101,"propia","nuclear",8455.01,1604.37,1303.55,0
"1307",101,"prestada","nuclear",20170.76,2188.48,684.37,1504.11
"1308",101,"prestada","ampliado",23679.86,3820.52,3519.7,0
"1309",101,"propia_pagando","unipersonal",12433.78,1975.38,1824.97,0
"1310",101,"propia","nuclear",18710.79,1473.01,1473.01,0
"1311",1227,"propia","nuclear",327430.96,12835.03,2607.12,6016.42
"1312",1197,"propia","nuclear",20370.43,626.71,325.89,0
"1313",1197,"propia","nuclear",40003.7,2526.87,1173.18,0
"1314",1197,"propia","nuclear",30071.78,2057.62,1094.99,0
"1315",1197,"propia","nuclear",6563.37,0,0,0
"1316",1094,"propia_pagando","ampliado",13837.67,1564.27,0,0
"1317",1094,"propia","unipersonal",17046.3,234.64,234.64,0
"1318",1094,"propia","ampliado",49935.64,2889.91,2411.6,0
"1319",1094,"propia","unipersonal",195530.65,10849.55,0,3008.21
"1320",1094,"propia","unipersonal",16214.11,182.5,182.5,0
"1321",919,"prestada","nuclear",295677.99,94547.68,0,10127.63
"1322",919,"propia","unipersonal",96571.85,12634.38,0,3158.62
"1323",919,"rentada","nuclear",237203.47,8723.8,0,3309.02
"1324",919,"rentada","nuclear",313321.46,7379.11,0,4662.7
"1325",919,"propia","ampliado",132309.44,4427.07,0,516.41
"1326",1003,"propia","ampliado",142270.26,15793.09,0,10829.56
"1327",1003,"litigio","nuclear",17552.73,104.28,104.28,0
"1328",1003,"rentada","nuclear",32082.19,2026.51,1003.72,0
"1329",1003,"propia","ampliado",44585.59,6413.49,4653.69,0
"1330",1003,"prestada","nuclear",82012.74,3268.91,0,0
"1331",1006,"rentada","nuclear",15478.02,5044.28,4803.62,0
"1332",1006,"propia","nuclear",10300,330.9,260.71,0
"1333",1006,"propia","nuclear",36320.59,4927.43,3363.16,0
"1334",1006,"prestada","nuclear",30380.52,4062.57,3460.93,0
"1335",1191,"propia","nuclear",88961.43,7144.5,0,3008.21
"1336",1191,"propia","nuclear",53304.7,5113.95,0,2707.39
"1337",1191,"prestada","nuclear",12219.24,2320.3,1668.53,0
"1338",1006,"propia","unipersonal",22300.58,1824.99,651.8,0
"1339",1006,"prestada","nuclear",12251.27,1293.01,1094.97,0
"1340",1006,"propia","ampliado",33180.1,4095.21,2711.44,0
"1341",1006,"propia","nuclear",13234.97,4066.1,3975.85,0
"1342",1006,"propia","unipersonal",9947.05,1993.93,1362.21,0
"1343",1696,"propia","unipersonal",4887.33,0,0,0
"1344",1696,"propia","ampliado",26863.05,2599.09,312.85,0
"1345",1696,NA,"nuclear",23809.71,3339.11,1042.85,1504.11
"1346",1696,"propia","nuclear",26366.59,9851.79,1890.15,1353.69
"1347",1696,"propia","nuclear",26842.92,80.22,0,0
"1348",1085,"prestada","unipersonal",23765.62,85.23,0,0
"1349",1085,"prestada","nuclear",14419.21,1999.46,169.46,902.46
"1350",1085,"propia","ampliado",21122.37,3521.62,2294.27,0
"1351",1085,"rentada","nuclear",27533.84,2470.76,1681.61,0
"1352",1085,"propia","nuclear",88690.98,5986.33,391.07,4391.98
"1353",1275,"propia","nuclear",12612.28,521.44,521.44,0
"1354",1275,"rentada","nuclear",44069.58,5493.52,3447.93,0
"1355",1275,"rentada","nuclear",14538.52,1629.44,1629.44,0
"1356",1275,"propia","nuclear",45323.07,3073.38,2020.51,0
"1357",702,"propia","nuclear",50336.74,8282.58,0,4662.71
"1358",702,"propia","ampliado",178602.77,5201.2,0,1804.93
"1359",702,"propia","unipersonal",53265.76,4783.06,0,2556.98
"1360",702,"propia","nuclear",45934.97,3176.67,469.28,1804.93
"1361",702,"rentada","unipersonal",60814.98,6314.2,0,4512.29
"1362",998,"propia","ampliado",119474.59,9524.97,2906.92,3609.85
"1363",998,"prestada","nuclear",15216.36,2029.56,886.44,0
"1364",998,"rentada","nuclear",8633.43,1469,716.95,0
"1365",998,"rentada","unipersonal",16680.25,1855.03,651.75,0
"1366",979,"propia","nuclear",209769.87,8723.81,0,2406.57
"1367",979,"propia","nuclear",91248.08,4901.37,990.71,1504.1
"1368",979,"rentada","nuclear",38293.88,1723.7,821.24,0
"1369",979,"prestada","nuclear",29936.41,3775.31,1368.75,902.46
"1370",979,"prestada","ampliado",59511.93,2090.7,586.6,0
"1371",859,"propia","ampliado",45964.94,5284.4,1824.96,2707.39
"1372",859,"propia","ampliado",126733.94,6888.8,0,6016.42
"1373",859,"rentada","nuclear",29512.06,2963.09,0,1504.11
"1374",859,"prestada","nuclear",69118,11769.11,0,9626.27
"1375",1421,"prestada","nuclear",23826.83,802.2,260.72,0
"1376",1421,"propia_pagando","unipersonal",13812.62,651.77,260.7,0
"1377",1421,"prestada","nuclear",85532.23,6573.93,547.49,4161.35
"1378",1421,"propia_pagando","nuclear",45841.52,1068.94,1068.94,0
"1379",932,"rentada","nuclear",12167.02,373,312.84,0
"1380",932,"rentada","unipersonal",41141.76,721.97,0,0
"1381",932,"propia","nuclear",31977.37,3665.99,2998.17,0
"1382",1057,"prestada","nuclear",26622.3,1904.19,1603.37,0
"1383",1057,"propia","nuclear",19912.14,2145.85,0,1002.73
"1384",1057,"propia","ampliado",25208.5,169.47,169.47,0
"1385",1057,"propia","ampliado",22124.19,2315.32,1473.02,0
"1386",845,"propia","ampliado",63382.05,4100.21,3558.73,0
"1387",845,"prestada","nuclear",42264.83,6860.7,879.89,5051.27
"1388",845,"propia","nuclear",48451.94,8266.55,3363.17,0
"1389",845,"prestada","ampliado",66806.67,3211.75,1707.65,0
"1390",845,"rentada","nuclear",25231.05,3985.86,0,2882.86
"1391",985,"propia","ampliado",114885.32,7181.58,312.84,3369.19
"1392",985,"propia","nuclear",226635.39,7126.44,0,4241.57
"1393",985,"propia","nuclear",143470.49,2207,1003.72,0
"1394",985,"propia","nuclear",186717.51,8122.13,0,1022.79
"1395",985,"propia","nuclear",109424.44,6312.2,0,4206.47
"1396",1275,"propia","ampliado",11180.38,2611.14,1407.86,0
"1397",1275,"prestada","nuclear",16319.35,3585.28,2000.96,1052.87
"1398",1275,"propia","nuclear",24486.52,508.39,508.39,0
"1399",1275,"prestada","nuclear",38303.98,2364.42,703.89,0
"1400",1275,"propia","ampliado",56458.44,4213.49,1355.7,1353.69
"1401",851,"rentada","nuclear",7019.04,417.12,417.12,0
"1402",851,"propia","nuclear",12265.37,823.25,221.61,0
"1403",851,"rentada","nuclear",6016.32,1227.34,625.7,0
"1404",851,"propia","nuclear",22561.3,2082.69,912.5,0
"1405",851,"prestada","nuclear",13085.53,938.56,938.56,0
"1406",930,"propia","ampliado",26431.83,3935.77,2281.26,0
"1407",930,"rentada","nuclear",11957.47,1905.24,1303.6,0
"1408",930,"propia","nuclear",27038.45,902.46,0,0
"1409",930,"rentada","nuclear",14918.5,2386.5,847.3,0
"1410",930,"rentada","ampliado",31510.54,4043,3441.36,0
"1411",985,"propia","unipersonal",62063.22,855.33,404.1,0
"1412",985,"rentada","nuclear",154318.61,8056.98,1890.17,4361.89
"1413",985,"propia","ampliado",107527.19,4086.15,456.25,1524.15
"1414",985,"propia","nuclear",28669.02,3455.4,1199.26,1654.5
"1415",985,"propia","nuclear",37853.02,6530.82,1968.38,2456.7
"1416",1014,"propia","ampliado",90596.05,3810.36,651.75,1504.1
"1417",1014,"rentada","nuclear",38404.18,4185.44,912.5,1504.11
"1418",1014,"rentada","nuclear",15642.43,2161.91,1199.28,0
"1419",1014,"propia","ampliado",46732.05,1842.02,638.74,0
"1420",1014,"propia","nuclear",42239.68,4512.31,0,3008.21
"1421",1115,"propia","ampliado",25625.71,2985.11,1029.78,0
"1422",1115,"propia","ampliado",43032.8,1449.94,547.48,0
"1423",1115,"rentada","nuclear",20820.49,2454.64,1251.36,0
"1424",1115,"propia","nuclear",15863.07,601.64,0,0
"1425",881,"propia","ampliado",48830.59,10157.71,3389.25,4512.3
"1426",881,"propia","ampliado",56060.19,7885.52,3884.59,0
"1427",881,"prestada","nuclear",21712.95,4893.33,1433.89,0
"1428",881,"propia","nuclear",19272.32,1642.5,1642.5,0
"1429",881,"prestada","nuclear",13115.63,1474.01,1329.62,0
"1430",1026,"prestada","nuclear",28670.86,456.25,456.25,0
"1431",1026,"rentada","ampliado",45254.77,3056.33,2815.68,0
"1432",1026,"propia","nuclear",35245.69,9202.12,1681.6,6016.42
"1433",1026,"propia","ampliado",46887.23,9782.65,6830.62,0
"1434",1026,"prestada","nuclear",15587.32,2870.83,1968.37,0
"1435",916,"propia","nuclear",311846.02,19974.52,0,15943.51
"1436",916,"propia","ampliado",133222.38,8483.16,0,5474.95
"1437",916,"propia","nuclear",292875.23,8122.18,0,4512.32
"1438",916,"propia","nuclear",100182.67,13386.55,0,5565.19
"1439",916,"propia","ampliado",56057.67,6016.42,0,3008.21
"1440",784,"rentada","nuclear",48403.46,3012.19,2137.8,360.99
"1441",784,"propia","nuclear",20420.58,2906.93,2906.93,0
"1442",784,"propia","nuclear",25870.26,4871.3,365,0
"1443",784,"rentada","nuclear",20935.37,1766.79,312.84,0
"1444",784,"rentada","unipersonal",12025.62,729.96,729.96,0
"1445",905,"propia","nuclear",22761.92,4682.76,2476.75,0
"1446",905,"propia","nuclear",18049.06,4384.42,3030.73,0
"1447",905,"rentada","nuclear",46527.3,6505.73,2294.24,3008.21
"1448",1096,"propia","nuclear",294364.93,29781.29,0,12032.85
"1449",1096,"propia","nuclear",116175.46,6974.04,1108.03,2105.75
"1450",1096,"propia","ampliado",38183.8,5039.71,3024.21,0
"1451",1096,"propia","unipersonal",22100.12,2812.67,1759.8,0
"1452",875,"rentada","nuclear",16043.52,2033.57,1251.44,0
"1453",875,"prestada","ampliado",21987.71,2442.7,938.59,0
"1454",875,"propia_pagando","nuclear",25401.02,2354.42,1903.19,0
"1455",849,"prestada","nuclear",25830.16,3451.4,2398.53,0
"1456",849,"prestada","unipersonal",8909.22,325.89,325.89,0
"1457",849,"propia","unipersonal",11330.82,1632.44,729.98,0
"1458",849,"rentada","nuclear",19763.65,1108.04,1108.04,0
"1459",849,"prestada","ampliado",19205.21,1407.84,1407.84,0
"1460",799,"rentada","unipersonal",17828.44,4552.47,3650.01,0
"1461",799,"propia","ampliado",172177.38,84248.14,2900.41,1203.28
"1462",799,"propia","nuclear",43618.4,4756.98,1851.06,1203.28
"1463",799,"propia","nuclear",25519.28,4582.48,3649.94,0
"1464",799,"prestada","nuclear",26862.99,1751.79,1420.89,0
"1465",1158,"propia","nuclear",13484.64,2424.6,2424.6,0
"1466",1158,"propia","ampliado",27025.44,2262.16,1720.68,0
"1467",1158,"propia","nuclear",24639.91,2298.28,1095,601.64
"1468",1158,"prestada","nuclear",29307.55,3991.86,1134.06,451.23
"1469",940,"rentada","nuclear",24347.05,1818.96,104.28,0
"1470",940,"rentada","nuclear",64274.38,3564.67,1759.75,0
"1471",940,"propia","unipersonal",27529.79,2587.03,782.12,0
"1472",964,"propia","nuclear",37336.48,7338,847.31,4399.99
"1473",964,"propia","nuclear",15687.73,1193.28,651.8,0
"1474",964,"propia","nuclear",28497.32,1003.73,1003.73,0
"1475",964,"litigio","nuclear",37090.68,2177.92,1877.1,0
"1476",907,"propia_pagando","nuclear",38053.33,7526.45,6022.35,0
"1477",907,"propia","nuclear",57982.41,24085.44,521.42,3609.85
"1478",907,"rentada","unipersonal",18199.37,1395.82,1095,0
"1479",1378,"propia","ampliado",29174.29,1771.83,0,0
"1480",1378,"rentada","nuclear",89944.01,17482.61,0,8257.52
"1481",1378,"propia","nuclear",57155.22,6888.79,5083.87,0
"1482",1378,"rentada","nuclear",21658.75,4582.49,2737.46,0
"1483",1378,"prestada","nuclear",146497.73,7716.06,2933,2376.49
"1484",903,"propia","unipersonal",20906.91,952.57,651.75,0
"1485",903,"rentada","nuclear",13531.73,2442.62,938.52,0
"1486",903,"propia","nuclear",61206.25,5159.19,4106.32,0
"1487",903,"propia","nuclear",28430.47,5354.62,0,1804.93
"1488",903,"prestada","nuclear",154973.55,7061.28,2007.49,2707.39
"1489",912,"propia","ampliado",72537.01,4909.37,2502.8,0
"1490",912,"propia","unipersonal",37952.57,0,0,0
"1491",912,"rentada","unipersonal",188837.26,5073.81,0,2506.8
"1492",961,"propia_pagando","nuclear",69533.83,4361.9,0,1383.77
"1493",961,"rentada","unipersonal",13205.85,1930.25,847.3,0
"1494",961,"prestada","unipersonal",24117.54,691.88,391.06,0
"1495",961,"propia","nuclear",35697.07,1223.29,1042.8,0
"1496",961,"propia","nuclear",85231.39,10964.91,599.65,8259.51
"1497",1044,"propia","nuclear",32814.31,4772.01,560.52,0
"1498",1044,NA,"nuclear",29620.35,834.3,834.3,0
"1499",1044,"rentada","nuclear",71795.11,5070.79,3050.27,0
"1500",1044,"rentada","ampliado",15391.75,1000.69,782.1,0
"1501",1044,"propia","unipersonal",20245.03,39.11,39.11,0
"1502",1044,"propia","nuclear",50175.47,1802.91,756.05,0
"1503",1029,"propia","nuclear",31676.05,3199.74,2176.95,0
"1504",1029,"rentada","nuclear",4622.56,72.2,0,0
"1505",1029,"propia","nuclear",50687.62,2569.01,1094.99,0
"1506",1029,"prestada","nuclear",13627.05,758.07,547.5,0
"1507",1029,"rentada","nuclear",19853.85,1558.25,1277.49,0
"1508",1095,"propia","ampliado",48595.93,7567.08,2796.06,3309.03
"1509",1095,"prestada","ampliado",26814.9,1243.34,1042.8,0
"1510",1095,"prestada","nuclear",11394.98,1121.05,1121.05,0
"1511",1095,"propia","ampliado",38851.53,18595.33,8688.29,3589.8
"1512",1095,"prestada","nuclear",15608.45,1793.87,873.36,0
"1513",911,"prestada","nuclear",98768.12,40448.92,1342.69,7269.82
"1514",911,"propia","ampliado",26898.09,1837,886.4,0
"1515",911,"propia","nuclear",35073.31,4115.24,2385.52,0
"1516",911,"rentada","unipersonal",11726.91,1133.09,1042.84,0
"1517",1004,"prestada","nuclear",60713.84,4617.6,0,3133.55
"1518",1004,"prestada","nuclear",18550.42,3399.26,391.05,1504.11
"1519",1004,"propia","nuclear",50002.85,4100.17,2385.51,1323.6
"1520",1004,"propia","ampliado",58613.27,2978.1,1173.18,0
"1521",1004,"propia","unipersonal",11374.93,1054.88,964.63,0
"1522",962,"otra","nuclear",142204.95,17297.1,0,11030.06
"1523",962,"propia_pagando","nuclear",35596.66,2811.65,1668.54,0
"1524",962,"propia_pagando","nuclear",33257.37,3808.36,2815.64,0
"1525",962,"propia_pagando","nuclear",23774.59,6501.79,3493.58,0
"1526",962,"rentada","nuclear",45585.66,7746.14,6452.61,0
"1527",966,"propia","nuclear",25263.7,4531.33,2711.38,1067.9
"1528",966,"propia","nuclear",20259.1,2522.9,1590.35,0
"1529",966,"propia","nuclear",19879,5038.74,0,1850.04
"1530",874,"propia","nuclear",98135.34,6256.06,2646.2,0
"1531",874,"propia","unipersonal",28949.76,1534.21,782.16,0
"1532",874,"propia","nuclear",71744.74,6984.08,2281.25,3258.89
"1533",874,"propia","nuclear",25085.19,6482.66,651.75,3334.09
"1534",874,"propia","unipersonal",14945.68,1064.89,312.84,0
"1535",855,"propia","nuclear",30633.17,1704.65,651.78,0
"1536",855,"propia","ampliado",32287.63,451.23,0,0
"1537",855,"propia","ampliado",48099.52,3087.35,1733.66,0
"1538",855,"propia","nuclear",67483.15,4762.99,0,3108.48
"1539",855,"propia","unipersonal",33791.91,4004.93,0,2807.66
"1540",777,"propia","nuclear",43618.4,2272.2,1068.92,0
"1541",777,"propia","ampliado",20829.13,628.72,0,0
"1542",777,"propia","nuclear",16244.16,1624.46,782.16,0
"1543",777,"propia","nuclear",37132.43,1052.87,0,0
"1544",1320,"prestada","nuclear",12670.47,952.59,0,200.54
"1545",1320,"prestada","ampliado",28507.4,4272.66,1264.45,2406.57
"1546",1320,"propia","nuclear",12544.14,7580.66,0,6016.39
"1547",1320,"propia","nuclear",24391.28,3999.9,1081.94,1203.28
"1548",952,"propia_pagando","nuclear",37703.45,7958.65,1433.85,3850.51
"1549",952,"propia","nuclear",64294.5,9633.23,3376.15,1970.38
"1550",952,"rentada","nuclear",34508.83,1108,1108,0
"1551",952,"propia","nuclear",75314.51,11234.67,4014.96,3008.21
"1552",952,"propia","nuclear",43073.01,6971.93,3206.66,1960.34
"1553",983,"propia","nuclear",38426.45,2272.2,1459.98,0
"1554",983,"propia","ampliado",47865,5765.71,651.75,2406.57
"1555",983,"rentada","nuclear",12634.27,4321.87,2216.12,0
"1556",983,"propia","nuclear",10829.43,1004.74,703.92,0
"1557",983,"prestada","unipersonal",19156.01,880.38,729.97,0
"1558",954,"propia","ampliado",15151.19,1568.28,365,0
"1559",954,"propia","nuclear",59115.67,5126.97,1577.28,0
"1560",954,"propia","ampliado",45080.4,2477.76,221.6,0
"1561",954,"rentada","nuclear",40555.02,4197.44,1225.33,0
"1562",954,"rentada","nuclear",18640.65,1329.63,547.5,0
"1563",1061,"prestada","nuclear",14760.08,1564.26,1564.26,0
"1564",1061,"propia","nuclear",39406.98,27539.8,456.25,3008.21
"1565",1061,"prestada","nuclear",9262.69,752.04,391.05,0
"1566",1061,"propia","ampliado",112144.79,0,0,0
"1567",1061,"propia","nuclear",27299.13,2300.3,651.8,0
"1568",73,"propia","ampliado",67293.2,3132.57,1538.22,0
"1569",73,"propia","ampliado",17414.8,728,391.08,0
"1570",73,"propia_pagando","ampliado",36744.75,5297.45,3793.35,0
"1571",73,"propia","ampliado",20004.31,2321.37,2020.55,0
"1572",73,"propia","ampliado",27675.17,3098.47,391.08,0
"1573",73,"prestada","ampliado",24767.26,4562.48,651.8,1504.11
"1574",73,"prestada","nuclear",27427.48,415.12,234.63,0
"1575",73,"propia","unipersonal",11845.27,78.21,78.21,0
"1576",73,"propia","ampliado",51514.85,5569.2,756.08,4211.48
"1577",73,"prestada","nuclear",31964.27,3675.05,3584.8,0
"1578",932,"prestada","ampliado",70496.4,4358.34,2874.3,0
"1579",932,"litigio","nuclear",57867.56,6733.36,716.95,3008.21
"1580",932,"rentada","ampliado",29766.93,4746.94,495.34,3609.85
"1581",932,"prestada","nuclear",43468.06,2515.84,560.51,0
"1582",1065,"propia","nuclear",158229.64,23463.97,0,14038.28
"1583",1065,"propia_pagando","unipersonal",274244.92,11027.06,0,6016.42
"1584",1065,"propia","nuclear",137584,7487.42,1029.8,3299
"1585",1065,"propia","nuclear",240703.89,18650.9,0,12634.48
"1586",1065,"propia","nuclear",311846.84,17700.31,0,12890.18
"1587",894,"propia","nuclear",33917.13,1368.71,1368.71,0
"1588",894,"rentada","nuclear",12687.45,2624.16,2594.08,0
"1589",894,"propia","ampliado",24065.36,4281.67,2867.82,0
"1590",894,"prestada","nuclear",32513.33,3092.46,2190,0
"1591",894,"propia","nuclear",25723.96,2210.54,1127.59,180.49
"1592",1149,"prestada","nuclear",35185.67,3779.28,2124.76,0
"1593",1149,"propia","ampliado",84371.99,5710.62,2476.79,1338.65
"1594",1149,"rentada","nuclear",92751.6,6016.41,0,4211.49
"1595",1149,"rentada","ampliado",100613.42,0,0,0
"1596",982,"prestada","nuclear",42381.14,12751.83,9894.03,0
"1597",982,"propia","nuclear",38644.96,2023.53,730,0
"1598",982,"propia","nuclear",89160.77,9420.7,0,3484.51
"1599",971,"propia","compuesto",180089.16,16361.64,977.65,9350.52
"1600",971,"propia","ampliado",105186,8041.95,0,3529.63
"1601",971,"propia","ampliado",50477.22,4111.21,0,2155.88
"1602",962,"propia","nuclear",56964.75,3885.6,0,1313.59
"1603",962,"rentada","nuclear",40189.03,2654.22,2007.46,0
"1604",962,"propia","nuclear",17470.52,2875.83,469.26,0
"1605",962,"propia","nuclear",48341.34,1261.44,0,0
"1606",962,"prestada","nuclear",40008.68,2569,1486.05,0
"1607",92,"propia","nuclear",37901.91,3417.33,2815.69,0
"1608",92,"propia","ampliado",33625.28,7363.1,3858.55,526.43
"1609",92,"propia","nuclear",24494.55,770.1,0,0
"1610",998,"propia","ampliado",33356.55,2988.15,130.35,0
"1611",998,"litigio","ampliado",25975.55,2160.84,1499.03,0
"1612",998,"rentada","ampliado",16845.7,2294.28,2294.28,0
"1613",998,"rentada","ampliado",27058.44,2756.01,2665.76,0
"1614",998,"rentada","ampliado",16945.97,1316.59,1316.59,0
"1615",918,"propia","nuclear",13336.26,3674.02,1538.19,1504.11
"1616",918,"propia","ampliado",44947.08,9024.61,3910.65,2707.39
"1617",918,NA,"nuclear",63171.36,6317.2,1955.3,3158.62
"1618",918,"propia","ampliado",73469.61,2869.84,2268.2,0
"1619",918,NA,"nuclear",14970.66,1865.08,1564.26,0
"1620",918,"propia","nuclear",23915.02,1443.94,0,902.46
"1621",918,"litigio","ampliado",7390.08,977.65,977.65,0
"1622",1478,"rentada","unipersonal",91959.49,2174.93,821.24,0
"1623",1478,"prestada","nuclear",62369.58,6219.89,3662.92,0
"1624",1478,"propia_pagando","nuclear",136671.51,8603.49,0,6016.42
"1625",1478,"propia_pagando","nuclear",176379.16,4963.55,0,0
"1626",1281,"prestada","nuclear",79987.47,2234.09,1512.12,0
"1627",1281,"rentada","unipersonal",25358.87,2892.88,586.6,1103
"1628",1281,"propia","ampliado",203632.6,6272.08,456.23,2406.57
"1629",1281,"rentada","nuclear",15943.25,2717.42,912.5,601.64
"1630",1281,"rentada","nuclear",216176.51,18299.78,1955.34,2406.57
"1631",913,"rentada","nuclear",20613.96,2352.34,1720.62,0
"1632",913,"propia","nuclear",76519.76,8498.22,4497.3,0
"1633",913,"propia","nuclear",33355.97,2087.65,1486.01,0
"1634",913,"otra","unipersonal",41642.04,1808.93,756.06,0
"1635",1119,"propia","nuclear",12910.1,1789.85,782.1,0
"1636",1119,"litigio","nuclear",9501.82,836.27,234.63,0
"1637",1119,"rentada","nuclear",30883.78,1298.53,847.3,0
"1638",1119,"propia_pagando","nuclear",141885.03,8072,912.45,2406.57
"1639",898,"propia","ampliado",27995.16,541.48,0,0
"1640",898,"propia","ampliado",42369.2,2871.82,1824.96,0
"1641",898,"rentada","ampliado",63171.36,9287.33,1616.39,4031
"1642",898,"propia","nuclear",53846.56,3016.2,729.96,0
"1643",898,"propia","ampliado",74562.59,5060.25,2352.87,0
"1644",969,"propia","nuclear",365241.57,14439.41,0,7520.53
"1645",969,"propia","nuclear",135169.55,6618.06,0,2406.57
"1646",969,"propia","nuclear",265706.88,7319.92,0,4311.73
"1647",760,"propia","ampliado",78473.01,5157.05,1446.93,2206.02
"1648",760,"rentada","nuclear",16610.12,1435.88,834.24,0
"1649",760,"rentada","unipersonal",14475.27,0,0,0
"1650",760,"rentada","nuclear",30061.59,3008.2,0,2406.56
"1651",760,"rentada","ampliado",13887.67,1839,756.05,0
"1652",1333,"propia_pagando","coresidente",132560.09,3910.68,0,2406.57
"1653",1333,"propia","unipersonal",23925.01,601.64,0,0
"1654",1333,"propia","nuclear",75474.87,1962.85,879.9,0
"1655",1253,"propia","nuclear",114311.08,3078.41,2476.77,0
"1656",1253,"rentada","unipersonal",110299.2,15121.16,4692.84,0
"1657",1253,"propia_pagando","unipersonal",76253.93,1654.51,0,0
"1658",1253,"rentada","nuclear",100572.82,3609.85,0,3008.21
"1659",868,"rentada","ampliado",39667.67,4248.52,638.72,0
"1660",868,"rentada","ampliado",21383.01,729.96,729.96,0
"1661",868,"propia","ampliado",63391.68,2270.14,1277.43,0
"1662",868,"prestada","ampliado",64382.98,10734.26,1107.98,3609.85
"1663",962,"propia","ampliado",32588.48,4422.06,3519.6,0
"1664",962,"propia","nuclear",29738.77,3682.04,573.56,1905.2
"1665",962,"prestada","unipersonal",15817.98,3158.61,0,1504.1
"1666",962,"propia","nuclear",28828.35,601.64,0,0
"1667",951,"prestada","nuclear",66299.12,1995.42,912.46,0
"1668",951,"propia","ampliado",116406.57,4246.6,1238.39,0
"1669",951,"propia_pagando","nuclear",66179.72,9065.75,495.35,6317.25
"1670",951,"rentada","nuclear",18035.98,1082.98,782.16,0
"1671",951,"propia","unipersonal",179276.96,9385.62,9385.62,0
"1672",865,"propia","nuclear",27173.79,3614.84,2411.56,0
"1673",865,"prestada","nuclear",20676.14,2510.79,782.08,601.64
"1674",865,"propia_pagando","ampliado",35443.3,7536.54,3024.23,0
"1675",865,"propia","ampliado",31430.38,2829.21,1270.96,451.23
"1676",865,"propia","nuclear",33848.01,1143.13,391.07,0
"1677",776,"propia","nuclear",106389.1,35326.08,0,13085.7
"1678",776,"rentada","nuclear",12032.64,300.82,0,0
"1679",776,"propia","ampliado",38329.55,0,0,0
"1680",776,"propia","nuclear",134013.79,12499.12,0,8287.62
"1681",961,"prestada","nuclear",37323.36,4793.01,2085.62,0
"1682",961,"propia","ampliado",38512.76,4340.88,3167.68,0
"1683",961,"prestada","ampliado",60073.22,3918.13,1661.98,0
"1684",961,"rentada","nuclear",14532.44,451.23,0,0
"1685",861,"propia","nuclear",233684.2,12081.98,1798.93,6873.75
"1686",861,"rentada","unipersonal",18199.37,2305.3,1342.68,0
"1687",861,"prestada","nuclear",42684.49,4740.87,2424.54,0
"1688",861,"rentada","unipersonal",9637.18,2020.48,1368.71,0
"1689",861,"prestada","ampliado",24140.57,3597.81,1642.48,0
"1690",883,"propia","ampliado",103511.01,7623.29,2822.21,1504.08
"1691",883,"propia","nuclear",53786.4,15152.36,0,7821.35
"1692",883,"propia_pagando","ampliado",121114.73,9921.08,0,4813.13
"1693",883,"propia","nuclear",55651.34,6156.77,1824.95,1504.11
"1694",883,"prestada","nuclear",65166.95,9114.84,0,7881.49
"1695",949,"propia","ampliado",340483.95,8212.38,1694.6,802.18
"1696",949,"rentada","nuclear",195360.23,5164.07,651.75,0
"1697",949,"rentada","nuclear",107291.04,7595.73,0,3384.23
"1698",949,"propia","nuclear",164798.8,17921.68,0,2226.08
"1699",949,"propia","nuclear",245256.28,8422.98,0,4211.49
"1700",885,"rentada","ampliado",50286.42,3930.76,2216.09,0
"1701",885,"rentada","unipersonal",47734.56,7916.59,0,6136.75
"1702",885,"propia","ampliado",84518.58,7499.42,3702.07,0
"1703",885,"propia","ampliado",110291.96,7872.38,4966.48,0
"1704",904,"propia","ampliado",45390.76,4023.98,2880.86,0
"1705",904,"propia","ampliado",46496.21,4622.54,912.45,0
"1706",904,"prestada","nuclear",19623.31,3603.8,782.1,902.46
"1707",904,"propia","unipersonal",33300.48,2484.74,469.26,0
"1708",904,"propia","nuclear",36254.55,6347.29,782.1,4512.32
"1709",965,"propia","nuclear",14983.82,1276.49,599.64,0
"1710",965,"rentada","nuclear",17032.24,824.21,703.88,0
"1711",965,"propia","ampliado",77518.42,1756.28,853.82,0
"1712",965,"rentada","nuclear",23589.09,2566.91,2085.6,0
"1713",91,"propia","nuclear",20347.3,3511.52,1811.89,752.05
"1714",91,"propia_pagando","ampliado",50938.26,5907.15,3936.78,887.41
"1715",91,"propia","nuclear",41964.05,4977.55,729.96,3008.21
"1716",91,"propia","unipersonal",31310.24,1203.28,0,1203.28
